100000000	200000011
100000000	200000028
100000000	200000014
100000000	200000003
100000000	200000026
100000000	200000025
100000000	200000002
100000000	200000024
100000000	200000017
100000000	200000019
100000000	200000006
100000000	200000022
100000000	200000005
100000000	200000015
100000000	200000020
100000000	200000021
100000000	200000023
100000000	200000027
100000000	200000029
100000000	200000008
100000001	200000010
100000001	200000009
100000001	200000004
100000001	200000022
100000001	200000025
100000001	200000015
100000001	200000012
100000001	200000027
100000001	200000026
100000001	200000014
100000001	200000020
100000001	200000007
100000001	200000013
100000001	200000023
100000001	200000005
100000001	200000021
100000001	200000011
100000001	200000003
100000001	200000024
100000001	200000001
100000004	200000003
100000004	200000012
100000004	200000013
100000004	200000001
100000004	200000002
100000004	200000028
100000004	200000000
100000004	200000004
100000004	200000018
100000004	200000025
100000004	200000009
100000004	200000017
100000004	200000027
100000004	200000007
100000004	200000019
100000004	200000014
100000004	200000010
100000004	200000022
100000004	200000023
100000004	200000029
100000012	200000017
100000012	200000023
100000012	200000016
100000012	200000020
100000012	200000000
100000012	200000009
100000012	200000005
100000012	200000019
100000012	200000015
100000012	200000014
100000012	200000027
100000012	200000007
100000012	200000028
100000012	200000012
100000012	200000006
100000012	200000011
100000012	200000001
100000012	200000025
100000012	200000026
100000012	200000003
100000017	200000005
100000017	200000012
100000017	200000014
100000017	200000013
100000017	200000025
100000017	200000002
100000017	200000027
100000017	200000010
100000017	200000024
100000017	200000017
100000017	200000023
100000017	200000015
100000017	200000007
100000017	200000000
100000017	200000020
100000017	200000026
100000017	200000029
100000017	200000021
100000017	200000003
100000017	200000011
100000022	200000015
100000022	200000019
100000022	200000012
100000022	200000003
100000022	200000025
100000022	200000018
100000022	200000026
100000022	200000001
100000022	200000022
100000022	200000009
100000022	200000005
100000022	200000007
100000022	200000010
100000022	200000016
100000022	200000000
100000022	200000004
100000022	200000021
100000022	200000023
100000022	200000013
100000022	200000002
100000030	200000002
100000030	200000020
100000030	200000017
100000030	200000029
100000030	200000008
100000030	200000025
100000030	200000011
100000030	200000024
100000030	200000026
100000030	200000018
100000030	200000015
100000030	200000006
100000030	200000003
100000030	200000022
100000030	200000004
100000030	200000027
100000030	200000023
100000030	200000010
100000030	200000028
100000030	200000005
100000032	200000021
100000032	200000001
100000032	200000000
100000032	200000029
100000032	200000018
100000032	200000017
100000032	200000008
100000032	200000011
100000032	200000023
100000032	200000004
100000032	200000012
100000032	200000022
100000032	200000027
100000032	200000016
100000032	200000025
100000032	200000007
100000032	200000002
100000032	200000006
100000032	200000009
100000032	200000024
100000042	200000012
100000042	200000009
100000042	200000008
100000042	200000016
100000042	200000004
100000042	200000019
100000042	200000022
100000042	200000017
100000042	200000013
100000042	200000018
100000042	200000005
100000042	200000020
100000042	200000029
100000042	200000002
100000042	200000021
100000042	200000006
100000042	200000007
100000042	200000015
100000042	200000026
100000042	200000024
100000045	200000023
100000045	200000004
100000045	200000009
100000045	200000001
100000045	200000022
100000045	200000012
100000045	200000024
100000045	200000010
100000045	200000018
100000045	200000006
100000045	200000027
100000045	200000013
100000045	200000008
100000045	200000007
100000045	200000026
100000045	200000025
100000045	200000029
100000045	200000015
100000045	200000020
100000045	200000002
